,201507,201501,201310,201211,201909,201705,201910,201607,201703,201912,201202,201401,201804,201307,201411,201503,201305,201304,201907,201502,201911,201206,201309,201812,201802,201905,201509,201606,201403,201301,201908,201711,201205,201611,202005,201609,202006,201406,201511,201408,201712,201710,201407,201701,201903,201208,201508,201603,201311,201610,201505,201707,201810,201906,201203,201605,201302,201604,202001,201811,201608,201504,201404,201612,201808,201702,201303,201308,201410,201209,201807,201706,202003,201312,201204,201809,201806,201601,201902,201704,201512,201409,201904,201201,201412,201405,202002,202004,201212,201306,201709,201602,201506,201805,201402,201210,201207,201901,201803,201510,201801,201708
PT0002000065165418NG,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail,download fail
